osm_id;osm_type;lookedat;verified;check_date;name;artist;description;category;group;type;subtype;lat;lon;commune;village;village_lxb;osm_link;osm_link_click;gmaps_link;gmaps_link_click;gsv_url;wikidata_qid;wikidata_label;wd_item;wikipedia_url;wikipedia_lb;wikipedia_de;wikipedia_fr;wikipedia_en;commons_file_page;commons_category_url;commons_direct_image;wiki_block;other_link;gpx_link;image1;im1_page;im1_attrib;im1_block;image2;im2_year;im2_attrib;im2_block;image3;im3_year;im3_attrib;im3_block;image4;im4_year;im4_attrib;im4_block;image5;im5_year;im5_attrib;im5_block;image6;im6_year;im6_attrib;im6_block;wk
136866578;way;0;0;43523;Château de Pettingen;;;castle;history;castle;;49.7704761;6.1078793;Mersch;Pettingen;Pëtten;https://www.openstreetmap.org/way/136866578;OSM-Link;https://maps.app.goo.gl/U8LEdB5SiprvCpkcA;Google Maps;;Q2255071;Waasserbuerg Pëtten;https://www.wikidata.org/wiki/Q2255071;https://lb.wikipedia.org/wiki/Donatuskapell_zu_Pëtten;https://lb.wikipedia.org/wiki/Waasserbuerg_P%C3%ABtten;https://de.wikipedia.org/wiki/Burg_Pettingen;;https://en.wikipedia.org/wiki/Pettingen_Castle;https://commons.wikimedia.org/wiki/File:Pettingen Luxembourg 20090918 01.jpg;https://commons.wikimedia.org/wiki/Category:Chapelle Saint-Donat (Pettingen);https://upload.wikimedia.org/wikipedia/commons/1/1d/Pettingen_Luxembourg_20090918_01.jpg;"<div style=""font-size:1em"">Wikipedia: <a href=""https://lb.wikipedia.org/wiki/Waasserbuerg_P%C3%ABtten"" target=""_blank"" style=""text-decoration:none"">lb</a> · <a href=""https://de.wikipedia.org/wiki/Burg_Pettingen"" target=""_blank"" style=""text-decoration:none"">de</a> · <a href=""https://en.wikipedia.org/wiki/Pettingen_Castle"" target=""_blank"" style=""text-decoration:none"">en</a></div>";;;https://upload.wikimedia.org/wikipedia/commons/7/7e/Pettingen_Castle8.JPG;https://commons.wikimedia.org/wiki/File:Pettingen_Castle8.JPG;Ipigott, CC0, via Wikimedia Commons;"<a title= 'Ipigott, CC0, via Wikimedia Commons' 
    href='https://commons.wikimedia.org/wiki/File:Pettingen_Castle8.JPG'><img style='width:100%;display:block' src='https://upload.wikimedia.org/wikipedia/commons/7/7e/Pettingen_Castle8.JPG'></a>";;;;;;;;;;;;;;;;;;;;;
